DataExtracao;Ano;Mes;CanalEntrada;Condicao;GrupoEconNorm;Tipo;Servico;Modalidade;Motivo;UF;QtdeSolic
2016-04-28;2006;10;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Mudança de endereço;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;10;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Reencaminhada;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Serviço de Comunicação Multimídia;Internet Via Rádio;Outorga;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Outorga;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Central de Atendimento;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;3
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;4
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;4
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;5
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;2
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;3
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Atendimento;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;6
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Atendimento;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Instalação;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Reparo;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Serviços Adicionais;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;3
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;7
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Telefone de Uso Público - TUP;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Mudança de endereço;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Internacional;Cobrança;SE;1
2016-04-28;2006;10;Atendimento Pessoal ;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;Anatel;Pedido de Informação;Serviços da Anatel;Certificação/Homologação;Produtos;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;10;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;5
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;2
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;7
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Mudança de endereço;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Outros;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;9
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Auxílio à Lista;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;4
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;6
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;2
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;6
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;5
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;2
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;2
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;5
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;11
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;7
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;2
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;10
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;7
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;2
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;2
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;3
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Call Center;Reaberta;Anatel;Pedido de Informação;Serviço de Comunicação Multimídia;Internet Via Rádio;Outorga;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Telefone de Uso Público - TUP;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;2
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;4
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;2
2016-04-28;2006;10;Call Center;Reencaminhada;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;10;Call Center;Reencaminhada;Outros;Reclamação;TV por Assinatura;TV a Cabo;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;NÃO APLICÁVEL;Cartão Telefônico;SE;1
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;4
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;2
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;10;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;3
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;3
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;10;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;10;Call Center;Reaberta;EMBRATEL;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Instalação;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;10;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;10;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;2
2016-04-28;2006;10;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;10;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;2
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;3
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;3
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;4
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;10;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;10;Call Center;Reencaminhada;Anatel;Pedido de Informação;Serviço Móvel Marítimo;NÃO APLICÁVEL;Outorga;SE;1
2016-04-28;2006;10;Call Center;Reencaminhada;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;10;Correspondência     ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;10;Correspondência     ;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;SKY;Reclamação;TV por Assinatura;DTH (Via Satélite);Equipamento;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Dados cadastrais;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Fax                 ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;Anatel;Denúncia;Outros;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Correspondência     ;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;EMBRATEL;Pedido de Informação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;OI;Pedido de Informação;Móvel Pessoal;Pós-Pago;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;OI;Pedido de Informação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;3
2016-04-28;2006;10;Fale Conosco        ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;2
2016-04-28;2006;10;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reencaminhada;Anatel;Denúncia;Limitado Privado;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;10;Fale Conosco        ;Reencaminhada;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;2
2016-04-28;2006;11;Atendimento Pessoal ;Nova;Anatel;Denúncia;Limitado Privado;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Outros;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;11;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;5
2016-04-28;2006;11;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;2
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Denúncia;Serviço de Comunicação Multimídia;Internet Via Rádio;Interferência;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Tarifas;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Serviços da Anatel;Cópia de Documentos;Solicitação (ID);SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;7
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;5
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;11;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Completamento de Chamadas;SE;1
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;6
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Código de acesso;SE;2
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;3
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Atendimento;SE;2
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Serviço de Comunicação Multimídia;Banda larga - ADSL;Cobrança;SE;2
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;6
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;3
2016-04-28;2006;11;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;4
2016-04-28;2006;11;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Outros;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;11;Atendimento Pessoal ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Denúncia;Limitado Privado;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Limitado Privado;NÃO APLICÁVEL;Licença / Autorização;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;11;Call Center;Nova;Anatel;Sugestão;Móvel Pessoal;Pós-Pago;Código de acesso;SE;1
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;2
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;3
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Dados cadastrais;SE;1
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Desbloqueio;SE;2
2016-04-28;2006;11;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;11;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;2
2016-04-28;2006;11;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;11;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Transferência de titularidade;SE;1
2016-04-28;2006;11;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
